model,category,seed,phase,ctype,severity,rescue,image_AUROC
PaDiM,grid,456,degradation,sensor_noise,mild,none,0.79365074634552
PaDiM,grid,456,degradation,sensor_noise,moderate,none,0.6315789222717285
PaDiM,grid,456,degradation,sensor_noise,severe,none,0.5238094925880432
PaDiM,grid,456,rescue,sensor_noise,severe,NLM Denoise,0.4845446646213531
PaDiM,grid,456,degradation,fog_haze,mild,none,0.6691729426383972
PaDiM,grid,456,degradation,fog_haze,moderate,none,0.5446950197219849
PaDiM,grid,456,degradation,fog_haze,severe,none,0.5054302215576172
PaDiM,grid,456,rescue,fog_haze,severe,Dehaze (Dark Channel),0.3366750180721283
PaDiM,hazelnut,42,baseline,clean,none,none,0.8896428942680359
PaDiM,hazelnut,42,degradation,low_light,mild,none,0.760357141494751
PaDiM,hazelnut,42,degradation,low_light,moderate,none,0.5924999713897705
PaDiM,hazelnut,42,degradation,low_light,severe,none,0.5
PaDiM,hazelnut,42,rescue,low_light,severe,CLAHE,0.5
PaDiM,hazelnut,42,rescue,low_light,severe,Retinex,0.7157143354415894
PaDiM,hazelnut,42,degradation,gaussian_blur,mild,none,0.7953571081161499
PaDiM,hazelnut,42,degradation,gaussian_blur,moderate,none,0.4746428430080414
PaDiM,hazelnut,42,degradation,gaussian_blur,severe,none,0.5
PaDiM,hazelnut,42,rescue,gaussian_blur,severe,Wiener,0.5
PaDiM,hazelnut,42,degradation,motion_blur,mild,none,0.6521428227424622
PaDiM,hazelnut,42,degradation,motion_blur,moderate,none,0.5448214411735535
PaDiM,hazelnut,42,degradation,motion_blur,severe,none,0.470714271068573
PaDiM,hazelnut,42,rescue,motion_blur,severe,Wiener (Motion PSF),0.4521428644657135
PaDiM,hazelnut,42,degradation,sensor_noise,mild,none,0.4807142913341522
PaDiM,hazelnut,42,degradation,sensor_noise,moderate,none,0.5012499690055847
PaDiM,hazelnut,42,degradation,sensor_noise,severe,none,0.512499988079071
PaDiM,hazelnut,42,rescue,sensor_noise,severe,NLM Denoise,0.5732142925262451
PaDiM,hazelnut,42,degradation,fog_haze,mild,none,0.4789285659790039
PaDiM,hazelnut,42,degradation,fog_haze,moderate,none,0.5
PaDiM,hazelnut,42,degradation,fog_haze,severe,none,0.5
PaDiM,hazelnut,42,rescue,fog_haze,severe,Dehaze (Dark Channel),0.5
PaDiM,hazelnut,123,baseline,clean,none,none,0.8924999833106995
PaDiM,hazelnut,123,degradation,low_light,mild,none,0.8335714340209961
PaDiM,hazelnut,123,degradation,low_light,moderate,none,0.616428554058075
PaDiM,hazelnut,123,degradation,low_light,severe,none,0.5242856740951538
PaDiM,hazelnut,123,rescue,low_light,severe,CLAHE,0.4342857003211975
PaDiM,hazelnut,123,rescue,low_light,severe,Retinex,0.614642858505249
PaDiM,hazelnut,123,degradation,gaussian_blur,mild,none,0.5810713768005371
PaDiM,hazelnut,123,degradation,gaussian_blur,moderate,none,0.4814285635948181
PaDiM,hazelnut,123,degradation,gaussian_blur,severe,none,0.5803571343421936
PaDiM,hazelnut,123,rescue,gaussian_blur,severe,Wiener,0.5692857503890991
PaDiM,hazelnut,123,degradation,motion_blur,mild,none,0.6324999928474426
PaDiM,hazelnut,123,degradation,motion_blur,moderate,none,0.5998214483261108
PaDiM,hazelnut,123,degradation,motion_blur,severe,none,0.6375000476837158
PaDiM,hazelnut,123,rescue,motion_blur,severe,Wiener (Motion PSF),0.4860714077949524
PaDiM,hazelnut,123,degradation,sensor_noise,mild,none,0.5321428775787354
PaDiM,hazelnut,123,degradation,sensor_noise,moderate,none,0.5314285755157471
PaDiM,hazelnut,123,degradation,sensor_noise,severe,none,0.5410714149475098
PaDiM,hazelnut,123,rescue,sensor_noise,severe,NLM Denoise,0.4701785743236542
PaDiM,hazelnut,123,degradation,fog_haze,mild,none,0.5625
PaDiM,hazelnut,123,degradation,fog_haze,moderate,none,0.4662500023841858
PaDiM,hazelnut,123,degradation,fog_haze,severe,none,0.5
PaDiM,hazelnut,123,rescue,fog_haze,severe,Dehaze (Dark Channel),0.4953571557998657
PaDiM,hazelnut,456,baseline,clean,none,none,0.8571428060531616
