model,dataset,category,seed,phase,ctype,severity,rescue,image_AUROC
PatchCore,VisA,cashew,456,rescue,fog_haze,moderate,Dehaze (Dark Channel),0.5
PatchCore,VisA,cashew,456,degradation,fog_haze,severe,none,0.5
PatchCore,VisA,cashew,456,rescue,fog_haze,severe,Dehaze (Dark Channel),0.5
PatchCore,VisA,chewinggum,42,baseline,clean,none,none,0.995199978351593
PatchCore,VisA,chewinggum,42,degradation,low_light,mild,none,0.9896000027656556
PatchCore,VisA,chewinggum,42,rescue,low_light,mild,CLAHE,0.9790000915527344
PatchCore,VisA,chewinggum,42,rescue,low_light,mild,Retinex,0.9082000255584716
PatchCore,VisA,chewinggum,42,degradation,low_light,moderate,none,0.9780000448226928
PatchCore,VisA,chewinggum,42,rescue,low_light,moderate,CLAHE,0.9796000719070436
PatchCore,VisA,chewinggum,42,rescue,low_light,moderate,Retinex,0.7218000292778015
PatchCore,VisA,chewinggum,42,degradation,low_light,severe,none,0.5597999691963196
PatchCore,VisA,chewinggum,42,rescue,low_light,severe,CLAHE,0.8240000009536743
PatchCore,VisA,chewinggum,42,rescue,low_light,severe,Retinex,0.5
PatchCore,VisA,chewinggum,42,degradation,gaussian_blur,mild,none,0.9708000421524048
PatchCore,VisA,chewinggum,42,rescue,gaussian_blur,mild,Wiener,0.5
PatchCore,VisA,chewinggum,42,degradation,gaussian_blur,moderate,none,0.7862000465393066
PatchCore,VisA,chewinggum,42,rescue,gaussian_blur,moderate,Wiener,0.5
PatchCore,VisA,chewinggum,42,degradation,gaussian_blur,severe,none,0.5
PatchCore,VisA,chewinggum,42,rescue,gaussian_blur,severe,Wiener,0.5
PatchCore,VisA,chewinggum,42,degradation,motion_blur,mild,none,0.931999921798706
PatchCore,VisA,chewinggum,42,rescue,motion_blur,mild,Wiener (Motion PSF),0.5
PatchCore,VisA,chewinggum,42,degradation,motion_blur,moderate,none,0.5048999786376953
PatchCore,VisA,chewinggum,42,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5
PatchCore,VisA,chewinggum,42,degradation,motion_blur,severe,none,0.5
PatchCore,VisA,chewinggum,42,rescue,motion_blur,severe,Wiener (Motion PSF),0.5
PatchCore,VisA,chewinggum,42,degradation,sensor_noise,mild,none,0.8411999940872192
PatchCore,VisA,chewinggum,42,rescue,sensor_noise,mild,NLM Denoise,0.8691999912261963
PatchCore,VisA,chewinggum,42,degradation,sensor_noise,moderate,none,0.7785999774932861
PatchCore,VisA,chewinggum,42,rescue,sensor_noise,moderate,NLM Denoise,0.8237999677658081
PatchCore,VisA,chewinggum,42,degradation,sensor_noise,severe,none,0.6440999507904053
PatchCore,VisA,chewinggum,42,rescue,sensor_noise,severe,NLM Denoise,0.7093999981880188
PatchCore,VisA,chewinggum,42,degradation,fog_haze,mild,none,0.8381999731063843
PatchCore,VisA,chewinggum,42,rescue,fog_haze,mild,Dehaze (Dark Channel),0.9098000526428224
PatchCore,VisA,chewinggum,42,degradation,fog_haze,moderate,none,0.5263999700546265
PatchCore,VisA,chewinggum,42,rescue,fog_haze,moderate,Dehaze (Dark Channel),0.6719000339508057
PatchCore,VisA,chewinggum,42,degradation,fog_haze,severe,none,0.5
PatchCore,VisA,chewinggum,42,rescue,fog_haze,severe,Dehaze (Dark Channel),0.4946999847888946
PatchCore,VisA,chewinggum,123,baseline,clean,none,none,0.9920000433921814
PatchCore,VisA,chewinggum,123,degradation,low_light,mild,none,0.9901999831199646
PatchCore,VisA,chewinggum,123,rescue,low_light,mild,CLAHE,0.977999985218048
PatchCore,VisA,chewinggum,123,rescue,low_light,mild,Retinex,0.9025999903678894
PatchCore,VisA,chewinggum,123,degradation,low_light,moderate,none,0.9788000583648682
PatchCore,VisA,chewinggum,123,rescue,low_light,moderate,CLAHE,0.979200005531311
PatchCore,VisA,chewinggum,123,rescue,low_light,moderate,Retinex,0.7314000129699707
PatchCore,VisA,chewinggum,123,degradation,low_light,severe,none,0.5564000010490417
PatchCore,VisA,chewinggum,123,rescue,low_light,severe,CLAHE,0.8539999723434448
PatchCore,VisA,chewinggum,123,rescue,low_light,severe,Retinex,0.5
PatchCore,VisA,chewinggum,123,degradation,gaussian_blur,mild,none,0.9753999710083008
PatchCore,VisA,chewinggum,123,rescue,gaussian_blur,mild,Wiener,0.5
PatchCore,VisA,chewinggum,123,degradation,gaussian_blur,moderate,none,0.7871999740600586
PatchCore,VisA,chewinggum,123,rescue,gaussian_blur,moderate,Wiener,0.5
